127.88 19.20 1.14 4.59
120.42 22.27 1.11 3.61
109.86 17.71 0.89 3.72
118.30 14.32 0.71 4.40
123.44 19.11 0.68 4.31
103.10 12.65 0.55 3.95
106.85 12.44 0.38 3.23
145.46 16.74 0.65 4.53
96.95 15.14 0.79 5.90 
118.29 13.12 0.69 4.65
116.56 13.87 0.48 3.76
