  1.2291556e+002  2.8801150e+001 -2.0051835e-002  2.3051400e+000  6.6297619e+002  6.4899048e+002  8.3827551e+002  1.1249286e+003  5.9469904e-001  6.0993157e-001  5.0536564e-001  3.3512904e-001  5.3968254e-003  5.5782313e-003  5.6747189e-003  6.0912120e-003  1.3158002e-001  1.0213632e-001  1.1355750e-001  1.0115611e-001
  1.2584444e+002  2.4614488e+001 -3.8044706e-001  2.9235068e+000  4.1083333e+002  5.8032381e+002  5.7829592e+002  8.4219388e+002  6.4891120e-001  5.0452238e-001  5.0514270e-001  2.7899463e-001  7.7097506e-003  7.1201814e-003  7.9654311e-003  7.4448147e-003  1.7345353e-001  1.4543426e-001  1.4392698e-001  1.3731455e-001
  1.2700444e+002  2.5102379e+001 -3.9638721e-001  2.8150889e+000  4.0934762e+002  5.7435714e+002  6.9607653e+002  7.7215816e+002  6.7087538e-001  5.4016023e-001  4.5610683e-001  3.9607568e-001  1.0340136e-002  1.0068027e-002  9.4752187e-003  1.0152020e-002  2.1262880e-001  1.6774010e-001  1.4127022e-001  1.5132120e-001
  1.2195111e+002  2.4564280e+001 -3.0284126e-001  2.8650029e+000  4.9288095e+002  4.9447619e+002  6.4428061e+002  8.8501531e+002  5.5755087e-001  5.6891329e-001  4.2180099e-001  1.8312299e-001  1.3877551e-002  1.3514739e-002  1.2598917e-002  1.2598917e-002  2.4367071e-001  2.2119528e-001  1.7593455e-001  1.6606118e-001
  1.1071556e+002  3.2976710e+001  9.7743933e-002  2.2473560e+000  5.2343810e+002  5.7132381e+002  6.2942347e+002  1.0954286e+003  7.5007485e-001  7.3552575e-001  7.0473239e-001  4.8965193e-001  1.0566893e-002  1.0113379e-002  1.0568513e-002  9.1628488e-003  2.3280942e-001  1.8068483e-001  1.9305105e-001  1.2378460e-001
  1.1472000e+002  3.2226830e+001 -2.6679763e-001  2.5725295e+000  5.7777143e+002  7.3926667e+002  6.8868878e+002  1.3045816e+003  7.1207333e-001  6.4479751e-001  6.6785692e-001  3.6918385e-001  1.1609977e-002  1.0249433e-002  1.0985006e-002  9.2669721e-003  2.1837939e-001  1.9529001e-001  1.7757636e-001  1.5127790e-001
  1.1326222e+002  2.4243512e+001  1.6828126e-001  2.5497117e+000  3.7274762e+002  4.1680476e+002  5.1194898e+002  6.6898469e+002  6.6755033e-001  6.3059585e-001  5.4017250e-001  4.0028639e-001  1.0521542e-002  9.5238095e-003  1.0932945e-002  9.2669721e-003  2.0373297e-001  1.4951062e-001  1.4972018e-001  1.2391961e-001
  1.3024000e+002  2.5741420e+001 -7.5681457e-002  2.8835122e+000  6.3287143e+002  6.3603333e+002  9.5337245e+002  9.2664796e+002  5.0573451e-001  5.1024191e-001  2.6460340e-001  2.8394297e-001  1.1519274e-002  1.2562358e-002  1.1141191e-002  1.1453561e-002  1.8134994e-001  2.0272222e-001  1.4493580e-001  1.5029009e-001
  1.2758222e+002  2.4419943e+001 -2.3449300e-001  2.9088884e+000  5.3470476e+002  5.1837143e+002  7.4916837e+002  8.1957143e+002  5.5042926e-001  5.3862241e-001  3.5396777e-001  2.9348241e-001  1.8866213e-002  1.9954649e-002  1.6503540e-002  1.6607663e-002  2.0470534e-001  2.2323016e-001  1.8551603e-001  1.9251600e-001
  1.1911111e+002  2.3629414e+001  3.4460102e-002  2.2191174e+000  5.2059048e+002  5.5430952e+002  7.2315306e+002  9.0675000e+002  5.2608867e-001  4.8321486e-001  3.4055061e-001  1.7881151e-001  1.4149660e-002  1.2426304e-002  1.2807164e-002  1.2755102e-002  1.6439409e-001  1.8127285e-001  1.7179439e-001  1.5319517e-001
  1.2448000e+002  2.2880918e+001 -4.0099305e-001  3.3046651e+000  5.2804286e+002  4.6619524e+002  6.4815306e+002  7.7383673e+002  4.7050324e-001  5.2498069e-001  3.3166606e-001  2.0174166e-001  9.7959184e-003  1.1065760e-002  9.6834652e-003  9.8396501e-003  1.7801861e-001  1.9059972e-001  1.5378360e-001  1.4979397e-001
  1.1849778e+002  2.3268258e+001 -4.1319073e-001  2.9562077e+000  5.4255238e+002  4.2426190e+002  7.0216837e+002  7.1415816e+002  4.5876551e-001  5.8407014e-001  2.7788217e-001  2.6552901e-001  7.5736961e-003  8.7981859e-003  8.6422324e-003  7.9654311e-003  1.2441555e-001  1.4426113e-001  1.5402081e-001  1.5715634e-001
  1.1161333e+002  2.4513968e+001 -2.2771709e-002  2.9133753e+000  4.0211905e+002  3.7500476e+002  4.7140816e+002  6.9827551e+002  6.5886795e-001  6.8010847e-001  6.0193288e-001  4.0608064e-001  1.0113379e-002  1.0158730e-002  9.5272803e-003  9.4231570e-003  1.7081951e-001  1.7687708e-001  1.5147221e-001  1.2812087e-001
  1.2591111e+002  3.3467883e+001 -3.2957994e-001  2.3548585e+000  3.8571429e+002  3.7589524e+002  4.9478571e+002  6.8422449e+002  8.1867573e-001  8.2710439e-001  7.6075486e-001  6.7628527e-001  7.1655329e-003  7.1655329e-003  7.5489379e-003  7.0283215e-003  1.6959030e-001  1.5417191e-001  1.8200668e-001  1.2032285e-001
  1.1440889e+002  2.9123381e+001  1.7413102e-001  2.4084963e+000  5.0733333e+002  4.9408095e+002  7.4778571e+002  7.2335204e+002  6.7778581e-001  6.9832511e-001  5.1693067e-001  5.4201164e-001  5.8956916e-003  6.0770975e-003  6.0391504e-003  5.9350271e-003  1.1396959e-001  1.5772856e-001  1.2079305e-001  1.2737435e-001
