  1.0879111e+002  2.9331935e+001 -3.2198961e-001  2.5699490e+000  5.3290000e+002  5.2608571e+002  6.6304082e+002  9.5095408e+002  6.7613969e-001  6.8880018e-001  5.9964607e-001  4.2725573e-001  5.4421769e-003  5.6689342e-003  5.9350271e-003  5.7788421e-003  1.2411911e-001  1.6211502e-001  1.2655714e-001  1.2584791e-001
  1.1736000e+002  2.4309559e+001 -1.2024990e-001  2.8373529e+000  5.5171429e+002  7.9948095e+002  8.8021939e+002  1.1878316e+003  5.1860872e-001  3.0915105e-001  2.4967285e-001 -1.5433323e-002  6.1678005e-003  5.9410431e-003  5.9870887e-003  6.1432736e-003  1.3206535e-001  8.8572034e-002  1.0874620e-001  1.0134552e-001
  1.3670222e+002  2.3425704e+001 -3.1973162e-001  2.6293111e+000  4.8061905e+002  4.6760000e+002  7.5886735e+002  7.1143367e+002  5.3018868e-001  5.7140186e-001  2.8253920e-001  3.2377888e-001  7.2562358e-003  7.5736961e-003  6.7159517e-003  7.6530612e-003  1.7196288e-001  2.0270616e-001  1.3765107e-001  1.5956116e-001
  1.2349333e+002  2.5168560e+001 -4.4518079e-001  2.5639454e+000  4.4419048e+002  5.8525714e+002  7.8348469e+002  8.2437245e+002  6.3944383e-001  5.1602591e-001  3.5519767e-001  3.1896492e-001  1.0430839e-002  1.1292517e-002  9.5272803e-003  1.0256143e-002  2.0819046e-001  1.7930254e-001  1.6428822e-001  1.7047646e-001
  1.1584444e+002  2.2886907e+001 -3.6782422e-001  2.7676109e+000  3.6172381e+002  4.8982381e+002  5.5665816e+002  6.6091837e+002  6.4173042e-001  5.1658585e-001  4.4727552e-001  3.5120011e-001  1.1791383e-002  1.0476190e-002  1.0672636e-002  1.1141191e-002  1.9403139e-001  1.5783086e-001  1.7292830e-001  1.5580991e-001
  1.2426222e+002  2.3714591e+001 -1.8388176e-001  2.0928971e+000  3.2189524e+002  5.3942857e+002  7.0183673e+002  6.2028061e+002  6.9706892e-001  5.0101469e-001  3.3834710e-001  4.1808202e-001  1.2063492e-002  9.6145125e-003  9.9958351e-003  1.0568513e-002  2.1200504e-001  1.4150411e-001  1.2159043e-001  1.2442118e-001
  1.2097333e+002  2.8848731e+001 -3.2027386e-001  2.7577678e+000  5.9526667e+002  4.5150952e+002  5.6701020e+002  1.0242908e+003  6.3643590e-001  7.1908598e-001  6.5217651e-001  3.8268053e-001  5.8956916e-003  6.2131519e-003  6.2994586e-003  5.9870887e-003  1.4405051e-001  1.7308378e-001  1.1800857e-001  1.0405411e-001
  1.2487111e+002  2.3703645e+001 -8.1011226e-001  4.0421458e+000  4.5335238e+002  3.9553333e+002  6.0360204e+002  6.4382653e+002  5.4752611e-001  6.2057637e-001  3.7789603e-001  3.1392800e-001  7.6190476e-003  7.2108844e-003  7.1845065e-003  7.3927530e-003  1.8155143e-001  1.7668066e-001  1.4406277e-001  1.2204904e-001
  1.0992000e+002  2.5844535e+001 -2.7583381e-001  2.7870536e+000  7.5007619e+002  4.9426667e+002  7.9744388e+002  1.1195561e+003  4.1605986e-001  6.2632712e-001  3.8891142e-001  1.4418658e-001  6.0770975e-003  6.3038549e-003  6.4035818e-003  6.1953353e-003  1.3628196e-001  1.5441135e-001  1.5835176e-001  1.0761086e-001
  1.0795556e+002  2.8065258e+001 -2.6337745e-001  2.1986870e+000  7.2286667e+002  4.9427619e+002  9.0393367e+002  9.2375000e+002  5.1339189e-001  6.7563610e-001  3.9376738e-001  3.6964792e-001  7.8004535e-003  7.8004535e-003  7.4968763e-003  8.5381091e-003  1.6691319e-001  1.8137619e-001  1.4509078e-001  1.3390456e-001
  1.0817778e+002  2.4323057e+001 -4.8916080e-002  2.2345064e+000  4.1359048e+002  4.5898095e+002  6.1044898e+002  5.7155102e+002  6.4194231e-001  6.0001562e-001  4.7101837e-001  5.0238402e-001  8.6621315e-003  9.0702948e-003  8.8504790e-003  1.0204082e-002  2.0503290e-001  1.4378560e-001  1.2699378e-001  1.6349997e-001
  1.1603111e+002  2.5129733e+001 -5.8056138e-001  3.5828201e+000  6.4346667e+002  6.7486190e+002  7.9156122e+002  9.6147959e+002  4.4724497e-001  4.6203359e-001  3.3861853e-001  1.9390638e-001  9.7052154e-003  9.5238095e-003  1.0099958e-002  1.0047897e-002  1.8667708e-001  1.4252627e-001  1.3962381e-001  1.6751968e-001
  1.2297778e+002  2.6965991e+001 -7.8637500e-001  2.8558926e+000  5.3400000e+002  4.6902381e+002  8.2637755e+002  6.8917857e+002  6.1019424e-001  6.6726570e-001  3.9961950e-001  4.9473775e-001  1.0521542e-002  1.1473923e-002  1.0152020e-002  9.9437734e-003  1.8520861e-001  1.9120326e-001  1.4998160e-001  1.5674994e-001
  8.7071111e+001  2.8359212e+001 -4.3039526e-001  2.7165586e+000  6.3931905e+002  4.8304286e+002  8.0536735e+002  1.0083163e+003  6.0362830e-001  6.9537641e-001  4.9676323e-001  3.7369488e-001  6.5306122e-003  6.9841270e-003  6.3515202e-003  6.5597668e-003  1.2152752e-001  1.7105513e-001  1.2449546e-001  1.3846335e-001
  8.9862222e+001  2.7496000e+001 -3.0495158e-001  2.5775310e+000  6.6662381e+002  4.2495238e+002  7.5683163e+002  9.0853571e+002  5.6229389e-001  7.0953159e-001  4.9410779e-001  3.9054857e-001  5.8956916e-003  6.1224490e-003  6.2473969e-003  6.7680133e-003  1.3775335e-001  1.3822361e-001  1.0289627e-001  1.2186886e-001
