129.53 20.21 0.37 2.72
107.07 20.47 0.68 3.96
94.97 14.66 0.35 3.89
109.50 17.83 0.31 2.36
102.47 21.14 0.26 2.45
142.68 28.17 0.30 2.63
74.16 12.05 0.30 2.17
118.49 32.67 0.51 2.89
104.65 17.72 0.23 2.69
91.09 20.00 0.82 3.73
