100.85 24.83 1.11 6.27
111.77 26.31 0.19 2.29
114.13 25.89 0.06 2.45
98.67 20.61 0.24 2.71
96.96 20.78 0.32 2.46
111.33 20.38 0.28 2.76
114.76 23.04 0.22 2.54
122.71 28.27 0.90 4.73
106.44 22.00 0.27 2.43
103.36 22.31 0.18 2.67
